Title,Plot,Cast,Genre,Runtime,Director,Production House,Release Dates,Image URL,Rating,Total Ratings,Movie URL
Aincho Paincho(2023),"PLOT “Aincho Paincho” is a delightful Nepali movie directed by Krisha Chaulagain. The film revolves around Dilendra (played by Mukun Bhusal), a highly principled individual who aspires to reform the corrupt political system. Armed with a master’s degree, Dilendra enters the murky world of politics, hoping to bring about positive change. However, his party fails to recognize his potential as a viable contender for the upcoming election. Despite his unwavering beliefs, Dilendra faces internal challenges within the party. His close friend Sundar unexpectedly betrays him during the party’s internal election, resulting in Dilendra’s defeat. As he grapples with this setback, Dilendra also embarks on a journey of love.","Swastima Khadka, Mukun BhusalDilendra, Barsha Raut, Sushil Shitaula, Koshish Chhetri, Rajaram Poudyal, Sharadha Giri, Buddhi Tamang, Bishal Pahari, Ramesh Budhathoki, Sarita Giri, Rabindra Jha, Suman Mothey","Drama,Political",2h 15m,Krisha Chaulagain,KP Films,"14 Bhadra, 2080, 31 August, 2023",https://img.youtube.com/vi/_N3dIaiXOsU/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/aincho-paincho
Mahanagar(2023),"PLOT The effort by a girl--together with a boy, who she is strange to--to save a man injured in a road accident one evening in Kathmandu unexpectedly turns out to be a pretext to heal her own wounded soul.","Karma Shakya, Menuka Pradhan, Jeevan Baral, Parikshit Bikram Rana, Ramesh Kumar Dhamala, Chandra Pandey, Sunita Mote, Raj Poudel, Melin Parajuli, Anoj Pandey, Sebita Adhikari, Rajendra Shrestha, Manoj Shah",Drama,1h 10m,Mohan Rai,Middleway Films,"8 Bhadra, 2080, 25 August, 2023",,,,https://www.thefilmnepal.com/movie/mahanagar
Jay Ho(2023),"PLOT Jay Ho is a compelling and emotional story about Sajina's journey of self-discovery and finding love and care with Jay. The conflict with her past and the rivalry between Jay and her ex-boyfriend, Ashok, adds tension to the plot. It will be interesting to see how Sajina navigates her choices and decides between her past life and her new friends. The story seems to explore themes of love, friendship, and personal growth. The story has a rich and engaging plot with themes that can relate to, such as self-discovery, love, friendship, and overcoming past struggles.","Salon Basnet, Arpan Thapa, Keki Adhikari, Nisha Adhikari, Maotse Gurung, Sumin Gurung, Prem Pandey, Sushant Kumar Shrestha","Action,Drama,Family",2h 13m,Tek Paurakhi Rai,Salon Salina Films,"8 Bhadra, 2080, 25 August, 2023",https://img.youtube.com/vi/2xY5nwPOerE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jay-ho
Hidda Hiddai(2023),"PLOT Hindda Hindai film is about unconditional love, heartbreak and learning. This film is a classic love story, showcasing love that is pure, intense, selfless and full of emotions. This film will take you through a rollercoaster of emotions.","Akash Shrestha, Salon Basnet, Rekha Shah, Shaniya khan, Bhola Raj Sapkota","Drama,Romance",1h 54m,Milan Ale Magar,Narayan Sushil Pangeni Entertainment,"1 Bhadra, 2080, 18 August, 2023",https://img.youtube.com/vi/WRUaD1fX56A/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/hidda-hiddai
Julebi(2023),PLOT Julebi is a film that talks about 6 different characters desires that roam around Ratnapark. 3 different stories sheds light on modern relationships from the viewpoint of the Nepali woman from strained marriages to sexual hiccups.,"Surakshya PantaMaya, Usha RajakAasha, Nisha AdhikariBhumika, Sushil ShitaulaChhaman, Puskar KarkiSiddharth, Tuphan ThapaRobin, Monika ThapaTrishana, Roshan Subedi, Samir Mani Dixit, Patrika Ghimire, Simran Serchan, Danny Bhatt","Drama,Romance",1h 50m,Ganesh Dev Panday,4Cube Entertainment,"1 Bhadra, 2080, 18 August, 2023",https://img.youtube.com/vi/25Adxp-z_YQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/julebi
Adrishya(2023),Plot not found,"Rupesh Dahal, Pramod Agrahari, Sohit Manandhar, Prabin Khatiwada, Rista Basnet, Chhulthim Gurung, Rabi Giri, Bikesh Prajapati, Geet Bista, CM Vardooz Subedi, Sandeep Babu Lohani","Drama,Crime,Thriller",1h 36m,Pralhad Kafle,Pitambar Films,"19 Shrawan, 2080, 4 August, 2023",https://img.youtube.com/vi/nivC9ufICyU/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/adrishya
A Dhakre Dai(2023),"PLOT The film ‘Ae Dhakre Dai’, which is based on the Dhakre lifestyle of about 60 years ago, is going to be released on the 5th of Shrawan. On Friday, the poster was released and the performance date was announced. Director and producer Niranjan Kasju (Maila) said that the film vividly presented the rural life of Nepal at that time and it is necessary for the present youth to understand it.",Dhurba Koirala,Drama,2h 20m,Niranjan Kasaju,Unique Movies,"5 Shrawan, 2080, 21 July, 2023",https://img.youtube.com/vi/PvizMKtrLfA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/a-dhakre-dai
Lunga(2023),Plot not found,"Buddhi Tamang, Bhuwan Singh Rai, Sara Lohorung Rai, Bhim Sherma Limbu, Prakash Dahal, Anup Lingkim, Sudip Jung Karki, Ganga Bahadur Rai, Samjhana Limbu, Ramesh Budhathoki, Nishan Luitel, Bimal Limbu, Smriti Pokharel, Salina Gurung",Drama,2h 5m,Kiran Rai,"The Eastern Media,Bhumisha Production","5 Shrawan, 2080, 21 July, 2023",https://img.youtube.com/vi/hukGsOFm2_U/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/lunga
Bagan(2023),"PLOT “Bagan” is a Nepali film directed by Saroj Khanal and produced by Suresh Wagle. The movie delves into the experiences of a single mother, portraying her resilience and commitment. Here’s the intriguing plot: In a society where challenges abound, Akanksha (played by Karishma Manandhar) faces a heart-wrenching situation. Her husband tragically takes his own life shortly after the birth of their daughter, Prapti (portrayed by Pramila Karki). Left to navigate life as a single mother, Akanksha’s determination becomes her driving force. As the story unfolds, we witness the bond between mother and daughter. Prapti cares for her bereaved mother, offering unwavering support. The film sensitively explores themes of loss, courage, and the strength found within familial connections. “Bagan” is a powerful portrayal of a mother’s journey, highlighting the complexities of life and the resilience required to face adversity. With commendable performances by Karishma Manandhar and Pramila Karki, this movie captures the essence of maternal love and determination.","Saroj Khanal, Karishma Manandhar, Akash Shrestha, Pramila Karki, Basundhara Bhusal, Neer Bikram Shah, Mithila Sharma","Drama,Family",1h 45m,Saroj Khanal,"Nepali Website,KB Films","29 Asar, 2080, 14 July, 2023",https://img.youtube.com/vi/qG6jZXssRjg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/bagan
Parastree(2023),"PLOT 'Parastree' is an Indo-Nepali film helmed by director Suraj Pandey, featuring a blend of Hindi and Nepali languages. Promising a blend of romance and action, this thrilling movie stars Koshish Chhetri, Shilpa Maskey, and Gaurav Bista in pivotal roles. The screenplay was crafted by Dipendra K Khanal, while the production was spearheaded by Sharmila Pandey and Pusparaj T Neupane under the 3 Wheeler Films banner. Mark your calendars as ""Parastree"" is set to captivate audiences worldwide upon its release on June 30th (Asar 15).","Shilpa Maskey, Koshish Chhetri, Gaurav Bista, Alisha Chhetri, Aashant Sharma, Rambabu Regmi, Saraswati Adhikari, Jhaken BC, Arpit Neupane","Action,Thriller",2h 0m,Suraj Pandey,DS Digital,"15 Asar, 2080, 30 June, 2023",https://img.youtube.com/vi/lnaNaYbJ4vw/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/parastree
Antim Sanskar: The Last Ritual(2023),"PLOT Antim Sanskar The Last Ritual, this enthralling psychological thriller will have you on the edge of your seat as you follow the story of a missing Nepalese filmmaker, Daya, and the determined female detective, Rakshya, assigned to find him. But with Rakshya struggling with alcoholism and a dark past, the odds are stacked against her. Meanwhile, Daya’s adopted son, Dhiraj, embarks on a solo journey to the Himalayas with a mysterious large blue bag, leaving you wondering what he could be hiding. As the twists and turns unfold, the paths of Rakshya and Dhiraj become entangled, and a gripping murder mystery emerges. Prepare to be captivated and held in suspense until the very end!","Avon Raj Upreti, Vijay Lama, Deeya Pun, Trichu Rai, Krishna Shrestha, Reshma Ghimire, Pasang Lama, Bishal Pahari, Bikash Adhikari, Saroj Khaling Rai, Sasmita Giri, Diggaj Khatri, Saroj Kumal","Drama,Crime,Mystery",2h 5m,Pradeep Shahi,Shy Production Nepal,"8 Asar, 2080, 23 June, 2023",,,,https://www.thefilmnepal.com/movie/antim-sanskar-the-last-ritual
Welcome to Hemjakot(2023),PLOT “Welcome to Hemjakot” is a movie based on the story of three boys who are living in the common village of Hilly area as friends. The movie is based on the simple social drama of the struggle and tragic intercaste love of middle class youths which is similar to the accident caused by intercaste love in Rukum district a few years ago.,"Buddhi Tamang, Binod Neupane, Ambika Tamang, Sujaira Karki, Ashmita Panta, Jayananda Lama, Bishal Pahari, Rabi Giri, Sharadha Giri","Comedy,Drama",2h 15m,Saroj Poudel,"Film City Production House,Close-up Cine Production","26 Jestha, 2080, 9 June, 2023",https://img.youtube.com/vi/7qwCF7Wegy8/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/welcome-to-hemjakot
Neerphool(2023),Plot not found,"Dayahang Rai, Buddhi Tamang, Shanti Waiba, Rekha Thapa, Jigme Chhyoki Ghising, Puskar Gurung, Rajan Khatiwada, Saroj Aryal, Sarita Giri, Jiban Baral, Laxmi Bardewa, Manas Raj, Roshan Fyuba","Drama,Romance,Family",2h 15m,Phulman Bal,"Nepal Myanmar Friendship Council,Selo Production","26 Jestha, 2080, 9 June, 2023",https://img.youtube.com/vi/TU-ageLD6dc/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/neerphool
Hookah : An Absurd Dream(2023),Plot not found,"Prakash Ghimire, Pramila Khanal, Tej Giri, Ashu Neupane","Comedy,Drama",,Sambhu Thapa,N/A,"12 Jestha, 2080, 26 May, 2023",,,,https://www.thefilmnepal.com/movie/hookah-an-absurd-dream
Tulki(2023),"PLOT Tulkee, who lost her mother while being born in a Bramhin village of Lower Dolpa falls in love when she grows young; with Sangey who came to sell Herbs from Upper Dolpa. Sangey takes her to Upper Dolpa Pulling her hand and eloping. He has a father and 2 elder brothers in his house. Elder most brother is born with special need (Dull) whereas the second one, Chewang is arrogant who is in love with his own aunt's daughter Dolma. Due to the practice of Polygamy in that region, Tulki who was born in Bramhin family has to become the wife of 3 brothers. Chewang tries to clear his way to marry his beloved Dolma by keeping Sange and Tulki aside. Tulki gets pregnant during that period, Sangey and Tulki want to escape from this mess and want settle down in new horizon.","Shishir Bangdel, Swostima Karki, Naren Lama, Saujan Subba, Som lama, Dirgha Lama",Drama,2h 0m,Dev Jung Thapa,The Palm Group,"12 Jestha, 2080, 26 May, 2023",,,,https://www.thefilmnepal.com/movie/tulki
Dakini(2023),Plot not found,"Tsering Tashi Gyalthang, Tulku Kungzang, Ngawang Tenzin, Tenzin Kunsel, Parikshit Bickram Rana",Drama,2h 0m,Khyentse Norbu,Shatkon Arts,"5 Jestha, 2080, 19 May, 2023",,,,https://www.thefilmnepal.com/movie/dakini
A Saathi Suna(2023),"PLOT ""A Saathi Suna"" follows the story of 21-year-old Suman Nepali and 23-year-old Amrita Aryal, residents of Dhurkot village, deeply in love with each other. Determined to overcome obstacles, they decide to leave their village and venture into the city. However, tragedy strikes when Amrita is kidnapped. Left alone and distraught by his girlfriend's abduction, Suman embarks on a relentless search for Amrita amidst the bustling cityscape. Despite facing numerous challenges, Suman's unwavering determination leads him to discover Amrita's whereabouts. Through sheer perseverance and courage, Suman manages to rescue Amrita, ultimately triumphing over adversity and reuniting with his beloved.","Barsha SiwakotiAmrita, Ramesh Baniya, Bimala Giri, Subash Shah","Drama,Crime",1h 35m,Ram Raghav Acharya,Evan Entertainment,"5 Jestha, 2080, 19 May, 2023",,,,https://www.thefilmnepal.com/movie/a-saathi-suna
Halkara(2023),"PLOT Halkara, also known as The Postman, is a 2022 Nepalese drama film directed by Bikram Sapkota which features Mahesh Tripathi and Binita Thapa Magar in the titular role. On 18 September 2023, the film was selected as the Nepalese entry for Best International Feature Film at the 96th Academy Awards.","Mahesh Tripathi, Binita Thapa Magar",Drama,,Bikram Sapkota,"Kalipaar Studios,Icefall Production","29 Baisakh, 2080, 12 May, 2023",,,,https://www.thefilmnepal.com/movie/halkara
Jackie - I am 21(2023),"PLOT After being disqualified twice from being selected for the army, Jackie a young dancer sets out to pursue his dream against his father's will before time runs out.","Dhiraj Magar, Jassita GurungRuby, Lunibha Tuladhar, Arun Chhetri, Prem Subba, Palpasa Dongol, Raju Bhuju, Sujata Rai, Suryaman Limbu, Bikash Joshi, Rizon Pariyar, Sushant Gautam, Narayan Devi Pradhan, Pradeep Lama","Drama,Romance,Music",2h 10m,Renasha Bantawa Rai,Eyecore Film,"21 Baisakh, 2080, 4 May, 2023",https://img.youtube.com/vi/F0p_liLkGPg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jackie-i-am-21
Nai Nabhannu La 6(2023),"PLOT Shishir (Ashirwad Chhetri) is a skilled cinema actor who enjoys performing action parts. He has a daughter, Ditya (Avelina Khadka), with whom he spends a lot of his after-work time. Shishir has always loved and cared for his child, Ditya, who has never gotten affection from her mother. The father- daughter team admired one another. Ditya's birthday has arrived, and her father is still not home, which makes her very upset. When her father arrives home, he wishes her a happy birthday, drives her to school, and promises to take her to one of the finest restaurants to celebrate. On the drive, Ditya asks Shishir about her mother, but he terminates the subject by saying that he will illustrate it later. After school, they go to a restaurant to celebrate their birthday.","Ashirwad Bahadur ChhetriShishir, Anchal Sharma, Saroj Khanal, Priyanka Karki, Anubhav RegmiYoung Shishir, Yogisha Khatri, Keki Adhikari, Avelina KhadkaDitya (Shishir's Daughter)","Drama,Romance",2h 2m,Bikash Raj Acharya,Aakhyan Films,"15 Baisakh, 2080, 28 April, 2023",https://img.youtube.com/vi/uJzjyHWRLf0/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/nai-nabhannu-la-6
Prasad 2(2023),"PLOT After 12 years of fleeing from the village to the city after losing to the society, a couple who had an intercast love relationship returned to the village with their 9 year old son. Now he has to face the society.","Bipin KarkiBaburam, Keki AdhikariNarayani, Arpan ThapaRamesh, Mahesh Tripathi, Prakash GhimireBaburam's Father, Kamal Mani NepalBudhe","Drama,Romance",2h 15m,Sudarshan Thapa,SG Films,"15 Baisakh, 2080, 28 April, 2023",https://img.youtube.com/vi/EAfuC37PtYE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/prasad-2
Kaidi Ko Patra(2023),Plot not found,"Madison Lazarus, Kunal Bishwa, Salina Thapa Magar, Prithivi Raj Khatri, Subarna Thapa, Manish Shrestha, Sushmita Thapa, Carrie Dodds, Kiran Karki, Charan Pradhan, Bijeta Shrestha, Faustas Talagka, Tapashya Siwakoti","Drama,Crime,Mystery",2h 10m,Sanam Kumar Bairag,Birranjana Entertainments,"15 Baisakh, 2080, 28 April, 2023",https://img.youtube.com/vi/qptrnrmsBII/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/kaidi-ko-patra
Jaari(2023),"PLOT Set in the year 1995, after day-to-day arguments and fights between Namsang (Dayahang Rai) and his wife Hangma (Miruna Magar), she goes back to her parents house. She elopes with another man (Roydeep Shrestha), but eventually comes back to her husband Namsang when her family is not able to pay him compensation (Jaari) for her elopement. Hangma decides to pay it herself, but this time as his maid, since she cannot afford to pay any other form of compensation to him. The plot revolves around the struggles of Hangma in a male-dominated society.","Dayahang RaiNamsang, Miruna MagarHangma, Puskar Gurung, Kamal Mani Nepal, Upasanba Nembang, Sita Kumari Tumbapo, Panthak Thule, Yumarani Senehang, Manita Jaica Bantawa, Ganga Tumbahamphe, Parikshya Limbu, Tibat Rai, Kaviraj Rai, Asmita Rai, Tulasha Angdembe, Ashamati Angdembe, Prem Subba, Bijay Baral, Rekha Limbu, Roydeep Shrestha, Anil Subba","Drama,Romance",2h 1m,Upendra Subba,Baasuri Films,"1 Baisakh, 2080, 14 April, 2023",https://img.youtube.com/vi/MgTCvOFF12k/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jaari
Bihe Pass(2023),PLOT The movie Bihe Pass recounts the story of a young middle-class man who wants a higher government job income as well as love and support from his lovely wife. The comedy-drama film starring Dayahang Rai and Prakriti Shrestha is a well-balanced depiction of a normal man's quest to live a happy life.,"Dayahang RaiBhagya Raj, Prakriti ShresthaRanjita, Shyam RaiMohan, Subash GajurelSalikram, Hiuwala Gautam, Shishir BangdelKumar, Bishal PahadiBikram, Buddhi TamangRupak, Rabindra JhaSurendra, Rusha NeupanePramila, Menuka Majhi, Naveen Serchan, Prakash Bhujel, Uma BaniyaSunita (Lawyer), Nischal Karki, G.S Pandey, Pratik Dulal, Dhiren Gajmer, Mandeep Rana, Shikhar Nepal, Ramesh Dhamala, Bimal Dhamala, Sanjiv Rawal, Bishal Dottel, Manita Tamang","Drama,Romance",2h 1m,Prabesh Poudel,RR Film Production,"1 Baisakh, 2080, 14 April, 2023",https://img.youtube.com/vi/wWF5udR8Vs0/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/bihe-pass
Bulaki(2023),Plot not found,"Surakshya PantaHira, Naren KhadkaChandre, Topendra BistaBiraj, Saraswati Khatri, Prakash Kandel, Laxmi Giri, Sushil Pokhrel, Ramesh Budhathoki, Kuldip Adhikari, Upasanba Nembang, Jhalanath Khatri, Sonu Sedai","Drama,Family",2h 10m,Laxman Sunwar,Chhatreshwori Management,"1 Baisakh, 2080, 14 April, 2023",https://img.youtube.com/vi/gKF8vKDL_78/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/bulaki
Chhakka Panja 4(2023),"PLOT Nirvaya Singh (Neer Shah) is currently the head of one of Nepal's most influential political parties, while his son Dik Vijay (Deepak Raj Giri) is deeply involved in criminal operations. When a political election is going to take place, Nirvaya becomes paralyzed, and Dik Vijay assumes control as president.","Deepak Raj GiriDik Vijay, Kedar Ghimire, Benisha Hamal, Deepa Shree Niraula, Nirmal Sharma, Buddhi TamangBudd, Raj Acharya, Neer Bikram ShahNirvaya Singh, Malina Joshi, Prem Pandey, Amitesh Shah, Bedana Rai, Sushma Niraula, Sabin Bastola, Ramesh Budhathoki, Anurag Kunwar, Parikshya Limbu, Shishir Bangdel, Bishnu Sapkota, Lunibha Tuladhar","Comedy,Drama",2h 32m,Hem Raj B.C.,"IME Group,Aama Saraswati Movies","19 Falgun, 2079, 3 March, 2023",https://img.youtube.com/vi/WcJ0y2K_67M/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/chhakka-panja-4
Chhadke 2.0(2023),"PLOT 'Chhadke 2.0' tells the story of a guy named Mendog, whose family gets killed by Gangsters of Manang while fetching YarsaGumba.","Anmol K.C.Mendok, Kamal Mani NepalNatraj, Robin TamangSangten, Srijana Subba, Devu Shrestha, Resha Ale Magar","Action,Crime",1h 30m,Nigam Shrestha,Kavre Films,"19 Falgun, 2079, 3 March, 2023",https://img.youtube.com/vi/7Z0Q5HlvNBY/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/chhadke-20
Fulbari(2023),PLOT A family is challenged by a mother's health condition and the three grown sons are too busy with their own lives to truly be there for their mom and dad.,"Bipin KarkiHeadmaster, Aruna KarkiLaxmi, Dayahang RaiBaliyan, Gaumaya GurungTara, Priyanka KarkiBishal's Wife, Somnath KhanalBishal (Headmaster's Son), Anupam Sharma, Manish Dhakal, Shilpa Maskey, Lokendra Lekhak","Drama,Family",2h 10m,Ram Babu Gurung,Yashoda Films,"5 Falgun, 2079, 17 February, 2023",https://img.youtube.com/vi/iX-bpJh3xIg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/fulbari
Harry Ki Pyari(2023),"PLOT Harry Ki Pyari is a Nepali comedy film directed by Dr. Kapil Rijal. The story revolves around Harry and his beloved Jenny, who are both chasing similar life goals. However, the lengths they go to achieve these goals are quite extraordinary and often humorous1. The film features Jitu Nepal, Samragyee RL Shah, and Bijay Baral in lead roles.","Jitu NepalHarry, Samragyee RL ShahJenny, Bijay Baral, Laxmi Giri, Subash Gajurel, Ranjana Bhattarai","Comedy,Drama,Romance",2h 10m,Kapil Rijal,BR Production,"20 Magh, 2079, 3 February, 2023",https://img.youtube.com/vi/vgaqOK1mILk/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/harry-ki-pyari
Timro Mero Sath(2023),Plot not found,"Samragyee RL Shah, Puspa Khadka, Sandip Chhetri","Drama,Romance",2h 10m,Ramesh MK Poudel,Aryan Films Production,"29 Paush, 2079, 13 January, 2023",https://img.youtube.com/vi/wkyixj_W7P0/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/timro-mero-sath
December Falls(2022),Plot not found,"Aaryan Sigdel, Upasana Singh Thakuri, Shiva Hari Poudel, Nagendra Rijal, Salon Basnet, Naresh Bhattarai, Shishir Rana, Gita Adhikari, Prabhat Pal Thakuri","Drama,Romance",,,Rijal & Rijal Production,"15 Paush, 2079, 30 December, 2022",,,,https://www.thefilmnepal.com/movie/december-falls
Soul Of The Cammando(2022),Plot not found,"Shishir Bangdel, Rajkumar Rai, Sesuka Rai","Crime,Action",2h 10m,Bir Bahadur Rai,Silichung Film (P) Ltd,"23 Mangshir, 2079, 9 December, 2022",https://img.youtube.com/vi/5v9nzx1jx4M/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/soul-of-the-cammando
Paaso(2022),Plot not found,"Rista Basnet, Sunisha Bajagain, Ram Kumar Bastakoti, Pratik Dulal, Pranav Aakash","Action,Thriller",1h 32m,RB Poon,BR Entertainment,"16 Mangshir, 2079, 2 December, 2022",,,,https://www.thefilmnepal.com/movie/paaso
Chor Ra Police(2022),Plot not found,"Jay Kishan Basnet, Buddhi Tamang, Dhiren Shakya, Rajendra Khadgi","Drama,Action",2h 10m,,Lanka Films Pvt. Ltd,"2 Mangshir, 2079, 18 November, 2022",https://img.youtube.com/vi/DhgMARFYing/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/chor-ra-police
Lakhey(2022),"PLOT Sameer Maharjan, born into a family that reveres the mythical creature “Lakhey,” works as a bank manager. He considers Lakhey to be akin to Lord Indra and the protector of their community. However, Sameer’s life takes a dark turn when he becomes entangled in a bank fraud case, leading to professional and personal ruin. Determined to seek justice, Sameer devises a series of increasingly perilous revenge tactics against those responsible. The film explores themes of betrayal, vengeance, and the blurred lines between myth and reality.","Saugat Malla, Anoop Bikram Shahi, Arpan Thapa, Aaryan Adhikari, Barsha Raut, Sushil Shitaula, Prasant Tamrakar, Rohit Rumba, Sanjog Rana, Rakhshya Budhathoki, System Bhandari","Action,Crime,Thriller",2h 15m,Samrat Basnet,Aurion Production,"18 Kartik, 2079, 4 November, 2022",https://img.youtube.com/vi/h1f9IJY4GcU/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/lakhey
Mahapurush(2022),"PLOT The story is about a single father who lost his wife years ago; he now lives with his two sons. He falls in love in a later stage of his life. As a result, he must deal with family and social issues, since the idea of getting married at such an age is not a common phenomenon in society and is considered taboo.","Hari Bansha Acharya, Madan Krishna Shrestha, Gauri Malla, Arun Chhetri, Rabindra Singh Baniya, Rajaram Poudyal, Anjana Baraili, Siru Bista, Kopila Thapa, Shikha Tamang, Kabita Shrestha, Naresh Paudel, Narendra Kangsakar, Sabin Bastola, Arjun Acharya, Suman Rimal, Madav Adhikari, Prakash Bhattarai","Comedy,Drama",2h 31m,Pradip Bhattarai,Shatkon Arts,"11 Kartik, 2079, 28 October, 2022",,,,https://www.thefilmnepal.com/movie/mahapurush
Nalapani(2022),"PLOT The Battle of Nalapani marked the central conflict of the Anglo-Nepalese War of 1814–1816, pitting the forces of the British East India Company against Nepal. Fought around the Nalapani fortress near Dehradun, the Nepalese battalion, under the command of Captain Balbhadra Kunwar, faced off against the British troops led by Major-General Rollo Gillespie. Tragically, Gillespie met his demise on the first day of the assault. This film stands as the inaugural cinematic portrayal of this historic war in the context of Nepal. The endeavor is both challenging and groundbreaking. Capturing the essence of the 1814 conflict in a motion picture format presents difficulties, yet director Rimesh Adhkari has ventured into uncharted territory with a new and commendable approach. The innovative attempt by director Rimesh Adhkari introduces a fresh perspective on this historic war, and its value is truly praiseworthy.","Arjun Jung Shahi, Santosh Panta, Deshbhakta Khanal, Pujana Pradhan, Manoj Shakya","Historical,Political",2h 0m,Rimesh Adhikari,"Ramesh Adhikari Film Production,Bir Gorkhali Films","4 Kartik, 2079, 21 October, 2022",,,,https://www.thefilmnepal.com/movie/nalapani
K Ghar K Dera(2022),"PLOT Emotional and comedic struggles of those who have a place to call their own, and those who don't, in Kathmandu, Nepal.","Dayahang Rai, Bipin Karki, Surakshya Panta, Barsha Raut, Rabindra Jha, Laxmi Giri, Aashant Sharma, Prabhakar Neupane, Saroj Aryal, Bholaraj Sapkota, Ghanshyam Joshi, Koshish Chhetri, Aayushi Dhakal","Comedy,Drama",2h 26m,Dipendra K Khanal,A Plus Entertainment,"4 Kartik, 2079, 21 October, 2022",https://img.youtube.com/vi/gDPv1h52qkI/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/k-ghar-k-dera
Dui Numberi(2022),"PLOT Two friends Himal and Chhiring are amateur hunters. They do not have big dreams in their lives. But Himal has to fulfill his girlfriend Balika's dream, and for that he crosses the line of ethics. Meanwhile a stranger girl Ugyen's entry to the village changes the atmosphere of Chhiring's mindscape.","Dayahang RaiChiring, Saugat MallaHimal, Upasana Singh ThakuriBalika, Ugyen Choden, Buddhi Tamang, Puskar Gurung, Shreyash Poudel, Sharadha Giri, Kabita Ale, Prakash Ghimire, Sushma Niraula, Beeshwas Gurung, D.B. Gurung, Jayananda Lama, Raju Thapa Magar, Sagar Shah Thakuri, Satish Singh Khatri, Ganesh Bashyal, Raj Kumar Rai, Ghanubhai Joshi, Umesh Chaudhary",Drama,2h 4m,Dipendra Lama,Red Bird Production,"21 Asoj, 2079, 7 October, 2022",https://img.youtube.com/vi/O5uL9Sjopnk/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/dui-numbari
Babari(2022),"PLOT Bijeta (Aditi Budhathoki) receives an invitation to her closest friend’s wedding in Sikkim, looking forward to spending time with her buddies. At the event, she meets Ronish (Dhiraj Nadakar) and love blossoms between them. Ronish promises to propose marriage to Bijeta soon. Upon returning home, Bijeta discovers her parents arranging a marriage with an unknown man, someone she strongly opposes. Meanwhile, she reconnects with Vikrant (Dhiraj Magar), a childhood acquaintance who agrees to marry Bijeta’s sister but finds himself falling for Bijeta. As emotions intensify, things take an unexpected turn.","Dhiraj MagarVikrant (Sano Raja), Aditi BudhathokiBijeta, Dhiraj NadkarRonish, Kamal Mani NepalParsu, Badal BhattaUdush, Sekhar ChapagainBijeta's Father, Dhurba KoiralaVikrant's Father, Nitesh GurungJr. Hamjaye, Nikita AcharyaBijeta's Sister, Sunita Shrestha, Urmila Basnet, Hena Nagarkoti, Dichenla Wangmo Thungon, Dilip GurungHamjayega","Drama,Romance",2h 16m,Surendra Poudel,"Babari Films,Sushma Productions","14 Asoj, 2079, 30 September, 2022",https://img.youtube.com/vi/F9XbfHNrwxo/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/babari
Prem Geet 3(2022),"PLOT After being born during an auspicious astrological time, Prem, the younger prince of the Kingdom of Khazaag who is destined to be king must overcome his biggest obstacle in life, love.","Pradeep KhadkaPrem, Kristina GurungGeet, Shiva ShresthaPrem's F, Puskar Karki, Sunil Thapa, Maotse Gurung, Manish Raut, Anubhav RegmiYoung P, Yogisha KhatriYoung Geet","Action,Romance,Historical",,Chetan Gurung,AASUSen Films Production,"7 Asoj, 2079, 23 September, 2022",https://img.youtube.com/vi/BvN_YU5SEVE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/prem-geet-3
